C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
27260,Customer#000027260,ju9CQZRLDWy7MRdRaKsEEX7CUUA5ohNTt cYD,22,32-414-733-4843,5827.74,BUILDING,. furiously silent accounts integrate. carefully even requests aro
80621,Customer#000080621,K0eGFUayHWVQ,20,30-343-812-1134,3917.05,AUTOMOBILE,. carefully regular pinto beans cajole blithely against the even courts. pla
49978,Customer#000049978,jW6yrMKX8qcvy8 9fGoZc,22,32-171-873-8297,3882.04,AUTOMOBILE,nding platelets solve carefully according to the regular ideas. final requests use slyly sly 
29719,Customer#000029719,DUttNjo5nohkJ5m5,19,29-265-469-9736,6838.00,AUTOMOBILE,ly regular requests above the permanent
81805,Customer#000081805,mGUhn 7y1ufUJB XpS SiaXh,15,25-665-853-7037,9832.82,HOUSEHOLD,"ts sleep after the slyly express accounts. bold, unusual foxes are above the closely regular packag"
18172,Customer#000018172,"MJWCgnxNRBsGldZ6,,SwwYe4",5,15-553-655-8386,6613.51,FURNITURE," carefully ironic dolphins. final, silent pinto beans wake furiously even theodolites. furiously pending"
101755,Customer#000101755,p3PXJYOz9 3vvraDreEU2lRcUiNcf,8,18-224-608-1533,9288.50,BUILDING,slyly along the blithely even excu
47569,Customer#000047569,Vmx yGp3P 8L7,17,27-219-301-5891,6546.15,AUTOMOBILE,e blithely among the packages. furiously even dependenci
20497,Customer#000020497,",7Qzmos2krnnDdGoJdz8TJbEn2u",5,15-204-458-9915,-905.87,HOUSEHOLD,furiously regular packages. slyly bold accounts are carefully bold instruc
120392,Customer#000120392,Wctt7FyDv8,19,29-797-639-2933,8459.90,HOUSEHOLD,ithely. carefully final deposits around the final packages print dogged asymptotes. fluffily bold reque
127352,Customer#000127352,"YY1dhbZN,PQwyytCSp",6,16-919-135-5062,6455.20,FURNITURE,ost quickly blithely final packages. blithely unusual asymptotes cajole slyly. furiously ironic platelets haggle 
106504,Customer#000106504,fUzsUI4bmWATYQWJLie,19,29-408-721-5229,5695.36,AUTOMOBILE,e fluffily. unusual requests 
7531,Customer#000007531,ufUgT7XaDsI9JgUjSO7mG8Y4th9Ii0n9,4,14-621-401-6527,8463.87,BUILDING,lar foxes integrate carefully requests. special courts sleep. regular accounts detect care
52207,Customer#000052207,"TN JZeaF0UUgv,rSubGYL",20,30-682-399-8022,5365.08,BUILDING,ependencies cajole carefully regular ideas. enticingly even ideas doubt ironic foxes. packages boost furiously. f
133288,Customer#000133288,"CP1yqBtrcuPwS,h1m6brLhXJ",18,28-658-668-6775,3711.49,BUILDING,"egular accounts use blithely regular ideas. even theodolites sleep furiously instructions. even, pending a"
138071,Customer#000138071,FMGznDUWXrrI,15,25-892-580-9105,-177.65,BUILDING, ideas. dolphins alongside of t
19471,Customer#000019471,jkJoV4ZjGN7Me9cUV05cV,15,25-967-542-4507,4919.14,MACHINERY,quests cajole slyly. ironically final requests sleep slyly slyly even packages. 
62888,Customer#000062888,RxDJ ZOeliOYI 5VwWyIvUYVKVq,4,14-617-501-6232,4369.28,FURNITURE," wake. bold excuses after the fluffily regular asymptotes sleep fluffily about the express, "
84550,Customer#000084550,"FwyFUCDIciwT,z8MEctA",6,16-332-748-4202,-143.27,HOUSEHOLD,ly close multipliers boost quickly along the quickly final accoun
14107,Customer#000014107,uj0qnIkQ5JoddRYelO6B7n6i4LPs4Ir2wIGyjpTU,7,17-832-208-8104,1040.36,AUTOMOBILE,requests. packages use slyly slyly blithe somas. slyly unusua
25445,Customer#000025445,"C4,dkY3iJ Vc99R8,rfru2tZNh",2,12-317-976-3497,9449.89,AUTOMOBILE,ole furiously blithely regular foxes. quickly regular instructions across the furiously 
149425,Customer#000149425,7XyQx5hkFPOwgLk4lh,11,21-492-185-8272,15.85,AUTOMOBILE, accounts. thin foxes haggle. silently bold pearls cajole carefully quickly final in
17393,Customer#000017393,"jZGHTCwPfvhrsBOWOWNPZO,TGyQCY4CVoDipS",22,32-596-729-9131,9328.67,BUILDING,tes sleep busily courts. silent foxes use furiously among the carefu
39250,Customer#000039250,pBjmjlg3Q6x,1,11-874-565-1802,9958.02,HOUSEHOLD,ffily even theodolites boost blithely. quickly i
34330,Customer#000034330,Y1Tg9T97FJ,14,24-631-672-9170,8510.44,HOUSEHOLD,des. theodolites impress. regular deposits above the carefully regular dolphins boost along the depos
118766,Customer#000118766,DsIM3QgRlO2MVsJWsvcH2uxn4AxhmYPN6k B,14,24-405-860-1593,9426.57,MACHINERY, blithely blithely ironic requests. furiously i
131449,Customer#000131449,9ncz8r7d3icAmE,17,27-792-694-7300,4976.71,HOUSEHOLD,press courts. unusual courts across the slyly ironic deposits cajole always durin
31405,Customer#000031405,QJPn4ZAOocViRk6J3rZcnXGOsxLPo95VJ6mOti82,12,22-369-931-6087,1927.36,MACHINERY," regular, pending escapades nag. furiously final excuses should have to haggle slyly across the slyly regul"
57259,Customer#000057259,DUayVbHyszQZVps,0,10-358-955-2212,6793.11,BUILDING, carefully regular instructions. accounts breach carefully near the f
18529,Customer#000018529,QPwOgvEfM7fl,2,12-529-153-9838,5152.33,MACHINERY,"fully ironic accounts mold carefully across the special pinto beans. bold, regular requests nag slyly fur"
113918,Customer#000113918,"mYd20cpBv62AsrkQm,IO7v3pN38s",20,30-856-567-4240,2322.95,FURNITURE,n requests. ironically ironic deposits mold blithely r
3688,Customer#000003688,k44Hy4 7wx kcyUHH,8,18-631-433-5995,9799.67,BUILDING," dependencies nag after the express, regular requests. regular, special attainments are furiously unusual foxe"
104902,Customer#000104902,07WYZUeGISs6hPWcnKRqP0Kft6dW2fW,22,32-576-248-9980,9515.25,AUTOMOBILE,nder blithely packages. pending instructions sleep silent instructions? blithely ruthless requests hag
1736,Customer#000001736,"t3 1Dv36zNjBXauc2HKcSLJk,QRu4t",7,17-572-741-5408,-686.49,HOUSEHOLD,s! slyly sly requests above the expr
53986,Customer#000053986,JKxCeJOTeJBglD7dPPBLmyTS,11,21-679-321-9855,8536.15,BUILDING,ests engage carefully quickly ironic platelets.
56066,Customer#000056066,zpffEE7YkxMtuZ5xPmNpJSS6SvW6VIN JM,24,34-847-632-8035,5673.46,HOUSEHOLD,"requests. express, final ideas alongside of the care"
20215,Customer#000020215,GPSw6ZeAzy5X,10,20-610-778-2570,780.27,HOUSEHOLD,"ironic, ironic platelets above the final ideas sleep unusual requests. slyly ironic deposits integrat"
41614,Customer#000041614,8y48o5hsuKRi6hzZCYbva48 ZarW11Vtms,15,25-171-678-8304,2728.28,FURNITURE,"ct. unusual, bold deposits unwind across the ironic"
131831,Customer#000131831,PzNzouonNu9F,13,23-824-681-5792,6504.39,HOUSEHOLD,deposits. special foxes are carefully ironic packages. ironic 
69641,Customer#000069641,GKePoPP7cX,22,32-795-102-9023,5185.11,MACHINERY,und the quickly bold accounts. furiously regular instructions are furiously. fin
94813,Customer#000094813,9Fd  VANZxtxYnLDBrt AmUWH9 liA,2,12-984-801-1525,-547.50,FURNITURE,"dolites. even, even packages are blithely regular asymptotes. r"
46958,Customer#000046958,"I5Rkb4Yf8fTYDl,uTeUbpzdO",5,15-680-195-3347,5460.27,MACHINERY,es sleep slyly against the furiously ironic accounts. carefully unusual instructions integrate furiously abo
73153,Customer#000073153,XwBOdi2g7F5o64mJKpBepLZN6AXhZQG0UqR 8vMf,9,19-644-456-4494,5724.40,AUTOMOBILE,", regular packages haggle quickly along the qui"
141904,Customer#000141904,"gAfWD7qXTtjuG,k3PtMuGWdcgPO",9,19-803-546-7082,2192.41,MACHINERY,final accounts. blithely expres
133474,Customer#000133474,jV6QhSPQEhsTaR,2,12-661-284-3865,7408.44,AUTOMOBILE, among the fluffily special theodolites grow regular deposits. furiously 
44996,Customer#000044996,P0xkwImrEGom ec7bHG5Dzntk34blHv7jcHYMf,11,21-674-332-3166,8790.42,FURNITURE,nstructions. thinly express theodolites af
90437,Customer#000090437,"LWIm6,3 TSL4i6CSyqPyFtSBNPxaKX0oQQ5",17,27-719-448-7035,9718.54,BUILDING,nto beans haggle blithely about the special asymptotes. c
71597,Customer#000071597,o06Yqlf9PxAilB4oQYwJMdbejHv8zK4V,16,26-698-352-3531,5657.26,MACHINERY,"eposits. express accounts sleep fluffily about the even pinto beans. quiet, ironic requests are never ironically e"
114277,Customer#000114277,"k1WJ6qNhdcis8VN7wVZ,fe6Qyj93QAUBYceAsJ6J",15,25-282-706-3358,9402.83,FURNITURE,ular theodolites. deposits after the bl
46457,Customer#000046457,aXZM9SRA7AoJDBHyQCgm6updCw3GrKezx7c,16,26-631-592-7488,8268.57,FURNITURE,ans. furiously stealthy platelets c
89507,Customer#000089507,g6BPgZNM0 4WXk8eATaRoGQg rKe02hs5vaA60e,12,22-430-312-5084,8504.17,AUTOMOBILE,excuses above the carefully final accounts doubt carefully across the pending attainments. ironically regular 
104623,Customer#000104623,"HE4jKz,uFUmO1M3y",13,23-286-706-9458,1308.92,MACHINERY,"inal, ironic packages sleep carefully along the ironic deposits."
45433,Customer#000045433,bgRBSvCgMVbOL2uK4btCjw77uLkK3vG,5,15-965-183-1677,1395.43,BUILDING,al instructions are blithely. blithely final accounts cajole carefully about the co
130492,Customer#000130492,"K7NkiEB9RfUNZjla, fNTZ4VoWjqNWkyArOqoluh",3,13-197-566-2056,18.50,MACHINERY,s. even platelets sleep slyly. slyly special theodolit
50455,Customer#000050455,"lIRf4eGSCvPzOdv8BZuyl2d8Qc,rn",20,30-607-424-9074,7744.04,AUTOMOBILE,fluffily regular pinto beans sleep according 
79036,Customer#000079036,l 2ikPEewdOG2,13,23-863-103-8371,7883.52,FURNITURE,l theodolites. regular foxes cajole special ideas
95374,Customer#000095374,"IIrYzB7XTpZYHOS,j5BFbm0Y",20,30-657-346-5140,5933.31,MACHINERY,counts outside the carefully even accounts affix blithely furiously ironic instructions. f
147193,Customer#000147193,F6kRCLatpDyfKVPHflcIX18v11LLQkMVdl,17,27-518-981-4883,9620.69,MACHINERY,ptotes doze carefully furiously daring theodolites. blithely pending instructions caj
119077,Customer#000119077,gyTGXYgFbDki98eTrBZXD5wvrv0 zILz,6,16-555-723-1626,1658.00,AUTOMOBILE,ornis? careful packages detect slyly-- furiously ironic requests doze a
29056,Customer#000029056,SX6Cc6BmiNeiGGMbYXO4Zmwc,11,21-825-783-4991,180.14,FURNITURE,"ess, regular requests: even, special requests wake! unusual, express packages s"
31399,Customer#000031399,"50j88rJSQVTE,Xo1x",2,12-435-392-5332,4800.21,AUTOMOBILE,oldly above the slyly daring deposits. blithely
87944,Customer#000087944,8LrWeVsSPpKM4ea0Xs8RMfgCArjprC3AVhbGal,9,19-357-369-3701,7880.19,FURNITURE,apades above the fluffily silent dolphins haggle furiously unusual instructions. furiou
95357,Customer#000095357,"opxmRRpeskgnxa0v s,a9sKCrSP5rxvlUmhd",22,32-637-924-2833,3354.66,MACHINERY,furiously regular theodolites will haggle. slyly pending instructions sleep carefully regular accounts.
143740,Customer#000143740,"4cVpvAGP,cClszcebIBKVC",24,34-515-666-9516,6315.05,FURNITURE,deas! furiously regular packages sleep slyly above the final ideas. ironic deposits afte
6337,Customer#000006337,PiZCe6IVnzD4lUtquLcVYM0eH,22,32-187-888-4292,5610.32,BUILDING,s. carefully final requests use bli
26459,Customer#000026459,K6gwU1gmA4JX5RGpC9kaO 3EMlHM,17,27-541-115-7427,9995.04,MACHINERY,regular packages cajole blithely. slyly bold multipliers sleep slyly acr
68842,Customer#000068842,fbHwHS SLXAtJi,11,21-314-965-3322,7323.63,FURNITURE,"bout the regular, pending package"
9932,Customer#000009932,"dPdGMfx5Ubf,oo",12,22-793-427-9167,8406.37,MACHINERY,e carefully final ideas. even deposits integrate final instructions. blithely bold dolphins nod care
130727,Customer#000130727,9VUriILf4uPOY6IENJh0YBLmLNU2SDI6hrf,8,18-794-921-4718,3168.72,BUILDING,nt requests wake slyly. carefully bold dependencies sleep blithely about the express
115204,Customer#000115204,"v7A,2KweH65xPm8BNmUw3mYfRymBRo7Cz",10,20-191-119-9726,4393.13,AUTOMOBILE,c pinto beans cajole about the even pinto beans. unusu
102518,Customer#000102518,"UlRLAVQIe,MgCDMpmz",19,29-546-968-7915,3807.86,AUTOMOBILE,kly silent foxes. furiously even excuses d
82367,Customer#000082367,Dgzx9k5vN9ZnF0EDGWSHRFVpkbJ5Zx,15,25-952-692-4247,6980.32,AUTOMOBILE,wake slyly? fluffily pending deposits wake stealthily along the
19502,Customer#000019502,77 jiyx5Lfs1AVsNkpgr6bvFJ,17,27-993-476-6007,7670.23,HOUSEHOLD,"usly special packages. final, final instructions s"
44666,Customer#000044666,ktcxAST eLbjfU36KKwHoAQnbFlD,19,29-624-188-5334,9732.83,MACHINERY,ole slyly unusual packages. carefully express Tiresias 
391,Customer#000000391,q10SV05KB1038lzUR8P,11,21-604-451-4462,4801.30,HOUSEHOLD,le blithely final forges. furiously even deposits cajole fluffily even patterns. furious
126929,Customer#000126929,"fVzrXxJfOEAJ,Bg1itEL8AA8nK",12,22-858-794-1286,6237.59,BUILDING, unusual deposits. pending foxes cajole furiously. slyly furious ideas wake above the fu
32689,Customer#000032689,xyFUKNzbigAYvpmdFyo,1,11-741-700-1644,3868.91,FURNITURE,pecial packages cajole carefully against the furious
123778,Customer#000123778,"VkK0H2vocR7NXMIBz8homWStWP1,9yaZM6Hib",14,24-186-814-7579,1909.17,BUILDING,", special theodolites. slyly pending platelets are quietly fluffily pending requests. final, final packa"
108385,Customer#000108385,"VdV2DV5n6k, cqi W0ttMwm",1,11-394-856-7483,1779.74,BUILDING,rhorses. fluffily ironic packages instead of the furiously unusual
135052,Customer#000135052,4VT7XcAlMWmBmqpX8H nDMt3 36i0,15,25-846-937-6980,6650.89,BUILDING,"nic, express asymptotes according to the b"
120965,Customer#000120965,EfE6zIs9UATSfw2FhmDymLQMhA2ErSZL,5,15-136-885-1852,6266.21,HOUSEHOLD,to beans cajole whithout the ironic pin
127714,Customer#000127714,"vnmzsb5L67,msXYTNlWbjAxocHR7rXbi",20,30-186-865-7685,3519.45,AUTOMOBILE,lose instructions use slyly. carefully regular dependencies solve carefully. final accou
120431,Customer#000120431,z5CnKV4vpx s0LGq8c5c2RKPBhgj0B2Gj0p,11,21-451-828-4415,6005.47,FURNITURE,nos. blithely regular theodolites believe quickly. ironic requests sleep quickly pe
52258,Customer#000052258,2RiAj6HESB7DU ww2hpVIiA91vBgwWoaDCkl8U,24,34-368-598-1806,4993.10,MACHINERY,"kages wake furiously among the pending, final instructions. final instructions nag at the slyly express packages. at"
140879,Customer#000140879,ZKbtIspvTa6rfYTVNhtqlgeHZPPvjfOv a9imm,18,28-385-899-6940,1483.63,BUILDING,"regular, ironic requests. blithely ironic in"
11218,Customer#000011218,QTAtW0tJ8oWlZurKFG5zlxyeE5ztbEf7B,15,25-400-326-7647,-260.23,AUTOMOBILE," packages use quietly bold packages-- express, ironic ideas engage f"
89021,Customer#000089021,WwrmjnaxjC3D ERFoghv9SSAHGPLLd9,3,13-403-179-5371,5060.46,MACHINERY,y ironic requests. pending dependencies according to the carefully ironic accounts are slyly p
130885,Customer#000130885,WdBDcAngcUi tu1IN,2,12-897-421-8687,857.58,FURNITURE,sly ironic foxes cajole above the fin
6271,Customer#000006271,"C61IFNXGXjOgzUAf8drHHKFksk,dASWbIXele",15,25-214-187-2123,-342.40,AUTOMOBILE,ptotes haggle slyly regular accounts-- regular pinto beans use carefully against the blithely reg
116626,Customer#000116626,"5nIAL8,4GZabtFyV",9,19-385-869-1729,-588.35,HOUSEHOLD,old theodolites. quickly unusual foxes should sleep blithely across the slyly regular requests. carefully
22273,Customer#000022273,WP7IxwLnyg820dNABI3PLyGXV,23,33-715-243-2946,292.76,MACHINERY,kages. blithely bold foxes use blithely. slyly final excuses into the furiously ironic theodolites 
61531,Customer#000061531,"vWs64Ib5nV 72i34,bFPbs",22,32-932-432-7333,1799.94,AUTOMOBILE,carefully regular packages wake. requests above the carefully unusual platelet
136460,Customer#000136460,"LisJMGqY7rg3 h7oFfil0I,eF3G,V7NI,Blwe",13,23-237-319-1256,-86.30,MACHINERY,yly after the silently express asymptotes. slyly bold deposits wake bl
81751,Customer#000081751,dm9mE9ZyLRyqHK6hxETmIvrvRWeyISFjVTmYyXnW,24,34-338-350-7153,-755.28,FURNITURE,quests sleep carefully. slyly regular requests wake a
18401,Customer#000018401,ycnZQawrYblSn1M5d2yv9mQLydm696e,15,25-840-903-3256,9606.64,FURNITURE,telets thrash slyly according to the furiously
50326,Customer#000050326,mYkV2NrQlzoEf3WbgT,8,18-317-608-4453,9740.88,MACHINERY, quickly unusual packages haggle-- silently unusual accounts haggle. furiously
89878,Customer#000089878,H1gI4bgEb794kZ2iq97VUwkTFqI8jH,2,12-162-542-5569,2403.74,MACHINERY,oxes affix against the slyly final requests. slyly final waters around the quickly ironic multipliers could
4432,Customer#000004432,9W2VvFRSl4VhJZblDsG4OAuGIcblJP,6,16-515-741-1668,7086.19,BUILDING, blithely bold depths. quickly furio
35497,Customer#000035497,FIqGEP2bP8bMb0YgRriW6q3fBwAR7WdEKfbpAE,20,30-467-851-6105,4977.71,FURNITURE,"ly ironic ideas. slyly even deposits against the furiously final courts cajole at the bold ideas. silent, eve"
39604,Customer#000039604,dm6SfS9Ize6ARB2q937EAoobVCguL2,0,10-819-154-4262,2785.04,MACHINERY,"s nag above the slyly silent packages. even, even accounts sleep fluffily unusual "
118690,Customer#000118690,7HiIbHOU6zfEMREJP2CK7Svm,6,16-624-403-2046,6841.34,BUILDING,efully ironic pinto beans doubt quickly according to t
75628,Customer#000075628,"v My74ly7Yy79860Wmi4c,r1MB9JsLYR",15,25-427-130-4305,346.73,BUILDING, among the ironic pinto beans. furiously pending deposits are boldly agains
148429,Customer#000148429,"M,eW7xB7vkRai5TnnrBOA,isLEIQ,m ixNmp",8,18-322-842-1157,6328.83,BUILDING, slyly bold deposits. slyly final deposits haggle across the blithely pending instructions. asy
78226,Customer#000078226,", aU,ToP8YYgJQmKJ 8R7xF",18,28-113-461-1845,6548.64,BUILDING,lyly. packages promise silently. slyly bold accounts sleep fluffily carefully i
106420,Customer#000106420,kzV9buEbKoKPQreYXEjM2p5Jw3sK9BPyI88N,8,18-884-167-2552,1273.43,BUILDING,ar packages nag slyly. furiously pending accounts sleep along the ironic deposits. regularly pending dolphins h
56300,Customer#000056300,"5 zQpLeme,GtWKgZyEDqQSqRDwcTaGMX",18,28-445-147-3364,4708.11,AUTOMOBILE,haggle furiously regular instructions. slyly final deposits cajole against the fluffily silent 
132106,Customer#000132106,"I9TGKFzUBGtY,kPK",13,23-191-331-3413,8083.36,BUILDING, bold dependencies. blithely ironic foxes haggle. blithely final dolphins haggle carefully final dolphins.
124922,Customer#000124922,"W9Rolfa QKH4UFr,LVMsQ i,TW",23,33-832-229-1428,2222.17,BUILDING, across the stealthily even package
126464,Customer#000126464,"s,F5aawQsnVeeBlnaGzDDFFrL9btxMv",15,25-710-533-3754,2459.92,AUTOMOBILE,fully carefully even ideas. special accounts engage. slyly bold accounts sleep blithely expre
93454,Customer#000093454,JZ4Bs6mKAjzBhP,18,28-835-635-6657,8612.99,HOUSEHOLD,n theodolites. asymptotes haggle quietly. dolphins w
53461,Customer#000053461,8rEmX67govKQQJp9WLXreGSjNtdR10sS43AuvS,11,21-866-964-1835,5058.71,BUILDING,ly special requests; fluffily unusual packages snooze. slyly quiet
141226,Customer#000141226,"PQs,TksSJuX3GxAgbmOIrMz47FP5eZYY6rBqBP2",4,14-598-220-1584,8472.85,HOUSEHOLD,"instructions maintain according to the slyly silent pinto beans. ironic, quick de"
109904,Customer#000109904,"yHtX04glq6,gE2Iw",15,25-629-251-7881,9602.32,MACHINERY,"luffily: furiously special pinto beans boost. even, brave excuses cajole slyly. deposits sn"
110122,Customer#000110122,SSp7kcKor tXcYj16kiIW6Qq 5PEL,1,11-702-413-8703,9420.25,MACHINERY,y bold requests wake furiously ironic platelets. blithely final pinto beans above the slyly enticing war
124138,Customer#000124138,TR381QCWHGFAnt 60xtsLuu5bIyr,23,33-520-838-9058,508.68,HOUSEHOLD,counts at the slyly regular foxes wake fur
91448,Customer#000091448,"sQI3WDZEUczhWZTEHV,kuCtftGH F7Dsd",12,22-219-891-7457,8999.10,FURNITURE,s wake quickly final platelets. furiously
67190,Customer#000067190,"rNFU,Yctj1zBNpsjDCSTY678mhCM2HrTYNcqhF",8,18-750-643-5029,1931.77,HOUSEHOLD,lites. furiously final packages sleep toward the carefully brave warthogs. blithely final requests bo
11536,Customer#000011536,CRAyIBiA2n8APeC4A0,21,31-124-603-7321,4949.97,MACHINERY, pinto beans about the theodolites promise blithely even asymptotes. furiously regular req
41204,Customer#000041204,"g9Dp4bbhYAi0cEXNHrf y5cOgA,XFNdNrSI",20,30-168-848-3906,6685.59,AUTOMOBILE,"gular ideas about the closely special deposits are slyly fluffily unusual packages. ironic, permanent pinto b"
19288,Customer#000019288,AfMyd2mLMArMDeIY2aQuQ,22,32-379-906-3218,5887.12,HOUSEHOLD," nag slyly. even requests haggle carefully ironic, pending accounts. fluffily bold acco"
36412,Customer#000036412,Ni6itXYFNWXeKMSpqUFBiC,15,25-533-863-6520,869.66,MACHINERY,even packages wake slyly bold asymptotes. ruthless ideas alo
28285,Customer#000028285,"SJO,y1NlFyrD0ZsB2RnwZ4wLl8vSSOIh",19,29-596-979-3743,9347.96,MACHINERY,daringly across the bold instructions. blithely special instr
45209,Customer#000045209,ORlv0N8C BkeNxoVh,2,12-288-132-4277,4592.44,AUTOMOBILE,eposits. quickly regular theodolites was slyly. fluffily even deposits haggle slyly. q
58561,Customer#000058561,oeWaThIU6Y82ssv,22,32-263-116-5242,4171.54,AUTOMOBILE, final accounts. instructions unwind 
117775,Customer#000117775,of1QXQtFo7RhWStVQ9L9L,9,19-158-540-9539,5841.70,HOUSEHOLD,le ironic excuses. furiously final packages det
58837,Customer#000058837,NbXydFcRFiBcPZMqNmYBbjcGVvvXF yaI,4,14-283-508-2220,8395.09,HOUSEHOLD,efully. regular decoys wake carefully blithely bold
106508,Customer#000106508,oJsOgwXiXRDxbjkrNCSTyZCMmRViU1wWonIZ,12,22-607-212-2679,3819.94,HOUSEHOLD,the furiously final requests serve against the packages. carefully express packages wake carefully about the care
59956,Customer#000059956,KhzPI3A3s3AVOKXT3sFKC5YJMwCbHxl6Mup,17,27-997-607-9787,1418.74,BUILDING,telets boost slyly according to the furio
36106,Customer#000036106,"nogz0zVDyF0e BJkZnMhmnGeYKc,tpjTA,hU",18,28-388-907-6557,3687.90,HOUSEHOLD,y carefully. silent accounts sleep fluffily. packages cajole bl
55457,Customer#000055457,qdHXQWeNYkGfGiIyWtq38uTEr1UGHjrn6VWMCJ,0,10-507-968-8883,649.51,BUILDING,"aggle; slyly regular excuses nod quickly along the express accounts. regular deposits among the special, "
68708,Customer#000068708,E0iruP6zmeyoet3xcaHKm9qEQbr,0,10-391-388-9386,6489.47,HOUSEHOLD,"carefully finally express platelets. regular, bol"
75808,Customer#000075808,YsRDE0BFOB1juR9yXhe0AZFaBgJks,15,25-845-988-6461,3671.68,HOUSEHOLD,sits; close packages cajole against the r
97903,Customer#000097903,153JDzmnFkrDwq14alKoBc2t,1,11-254-927-6434,4424.92,AUTOMOBILE,s-- quickly bold asymptotes use ruthlessly bold requests. quickly bold accounts boost fluffily ironic accoun
49774,Customer#000049774,"kB1Zn4XNlxz,UOy91s2IBWJbrlEwh",21,31-653-466-3604,4866.36,AUTOMOBILE,e the thin deposits. even request
118709,Customer#000118709,GqvMZHflMRUoa2li5bRF,5,15-998-509-2114,8927.09,BUILDING,y fluffy requests. furiously even deposits above the regular deposits 
16196,Customer#000016196,kajZKkETphBzCF 5oOUOfLSygNhqvQWbOIbp4X,11,21-984-890-2285,1223.89,AUTOMOBILE,"al foxes poach quickly beneath the quiet, final requests. thinly even packages cajol"
88280,Customer#000088280,KUiljI6PmYI,22,32-246-884-6215,4078.12,AUTOMOBILE,"accounts. deposits nag after the express, bold theodolite"
94325,Customer#000094325,UpxBq1WkeVuPjo8TXOXCvxPJi2S3z50O aVKQa5K,14,24-910-549-8957,2523.05,MACHINERY, slyly regular excuses wake even 
124144,Customer#000124144,"lKLIfsdpqVjAliE,M",7,17-410-912-6073,4752.93,MACHINERY, the slyly regular packages. carefully ironic theodolites cajole blithely against the slyly ironic frets? courts 
142130,Customer#000142130,En3G51lM1IHi51HQSIkgcqsqL2yuqLg,20,30-188-687-9855,7263.68,MACHINERY,"he fluffily final waters; regular, regular patterns above the furiously final instructions mold regular, ironic requ"
28943,Customer#000028943,"hvYFAmOsUPE,JVqCo7bRkid0xj,0xYceHaEb,",18,28-908-257-2723,4249.36,MACHINERY,quickly even deposits. furiously ironic requests haggle furiously furiously regular dugouts. i
49861,Customer#000049861,"yxaHxfBD,kWkfZiiNWFmTXdV zuHAPWx9",21,31-454-294-2569,3590.28,HOUSEHOLD,slyly express theodolites unwind sometimes. furiously p
32743,Customer#000032743,Q rRnD4x3nog4ysS5CbRoqO6znpi,2,12-350-866-4672,24.73,FURNITURE,"e carefully except the bold deposits. express, silent requests use"
91778,Customer#000091778,ow5VtpQQW0zOjRyy,4,14-239-503-9055,258.00,MACHINERY,nusual ideas sleep carefully regular pinto beans-
129268,Customer#000129268,ZlAMuD8G5Koqz2Wta,3,13-759-882-7935,4613.48,FURNITURE,about the ironic theodolites-- furiously express deposits haggle furiously blithely even platelets
19777,Customer#000019777,4hrHTtytHq9x11ia  QaJdfl,22,32-500-690-4990,9277.26,AUTOMOBILE, requests. fluffily even instructions are furiously along the quickly bold re
69013,Customer#000069013,099ty6vnbjq1z4e7E29cT2TkqRNU9wiZjD85,20,30-583-994-9035,5974.55,AUTOMOBILE,". even, quick requests are. regular accounts among the final deposits cajole after the slyl"
115603,Customer#000115603,TsKK4hU3mlz4LokSETSK86,23,33-801-191-4584,1237.93,BUILDING,"ual, ironic packages. blithely even packages cajole blithely brave deposits. furiously ironic accounts are ca"
102688,Customer#000102688,q3XRIDWxkRyMLq9,6,16-431-423-1651,5213.50,FURNITURE,"sly ironic packages. regular, ironic dependencies wake fluffily. regular notornis are blithely fina"
131482,Customer#000131482,p5MGXsxZB9vgYHq5ILakQuaXlImy FunSUwc4MV,8,18-368-452-9035,1426.61,FURNITURE,r instructions. bold orbits along the b
62936,Customer#000062936,MACu0fxFJDqVXvR4GbQ0zylceRGvH9w2MP33,20,30-207-645-8529,3240.95,BUILDING,ickly ironic foxes affix carefully among the blithely regular packages. express instructions a
13078,Customer#000013078,dYJQgTX6ZefJojoIjk1bKx0X6A8pJTlqpav8V,7,17-129-358-2820,2166.56,MACHINERY,ly express requests hinder furiously regular deposits. pend
119146,Customer#000119146,"Li,L6y2hYFg0I5,A qINilWsPiih",18,28-271-304-6675,8480.79,FURNITURE,haggle among the silent dependencies. slyly special requests engage pen
143413,Customer#000143413,"34A Qsq91p6vXeXDl7JTtH,8",24,34-834-436-2569,9795.07,MACHINERY,s. even platelets sleep about the s
134659,Customer#000134659, 3QPHCWUoAT4ilKDDWYYesESiE0JzjPOD796,14,24-990-792-5646,1969.07,AUTOMOBILE,counts against the slyly ironic 
66917,Customer#000066917,aG9JXo8 JW ah,12,22-876-425-6209,103.19,MACHINERY, hinder regular ideas. quickly ironic instructions k
94537,Customer#000094537,a vIVYKdX0wSCZ4rWtnp,8,18-689-554-4654,922.70,BUILDING,eas. quickly final ideas cajole blithely slyly regular theodolites: quickly blithe de
21431,Customer#000021431,3Fdh792ppUETZXVl9aB AMmNwxGPV74PdwDXiw,10,20-599-524-1411,8762.20,FURNITURE, instructions affix along the quickly ironic tithes. car
